topic_id,run_tag,team,answer_id,assessment,reasoning
msmarco_v2.1_doc_35_1300032609,cru-cloch-ablR-conf_,HLTCOE,na-23,none,The report does not mention Britney thanking the movement.
msmarco_v2.1_doc_35_1300032609,cru-cloch-ablR-conf_,HLTCOE,na-24,none,The report does not link the movement to her eventual victory.
msmarco_v2.1_doc_35_1300032609,cru-cloch-ablR-conf_,HLTCOE,na-25,none,The report does not define #FreeBritney.
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-1,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-2,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-3,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-4,supports,"The report states CBS News has a high level of factual reporting, proper sourcing and a generally trustworthy reputation, which aligns with being considered highly reliable."
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-5,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-6,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-7,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-8,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-9,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-10,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-11,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-12,supports,"The report describes Jamie Spears acting as conservator and the court limiting his sole control, confirming he acted as conservator."
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-13,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-14,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-15,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-16,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-17,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-18,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-19,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-20,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-21,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-22,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-23,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-24,none,none
msmarco_v2.1_doc_35_1300032609,cursor-report,cycraft,na-25,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-1,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-2,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-3,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-4,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-5,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-6,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-7,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-8,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-9,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-10,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-11,supports,supports
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-12,supports,supports
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-13,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-14,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-15,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-16,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-17,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-18,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-19,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-20,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-21,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-22,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-23,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-24,none,none
msmarco_v2.1_doc_35_1300032609,SK_Critique_MI_5_RG,TREMA-UNH,na-25,supports,supports
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-1,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-2,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-3,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-4,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-5,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-6,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-7,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-8,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-9,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-10,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-11,supports,supports
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-12,supports,supports
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-13,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-14,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-15,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-16,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-17,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-18,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-19,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-20,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-21,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-22,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-23,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-24,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_02_Three,SCIAI,na-25,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-1,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-2,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-3,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-4,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-5,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-6,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-7,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-8,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-9,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-10,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-11,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-12,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-13,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-14,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-15,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-16,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-17,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-18,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-19,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-20,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-21,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-22,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-23,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-24,none,none
msmarco_v2.1_doc_35_1300032609,garamp_qwen25_14b_r4,DUTH_XANTHI,na-25,none,none
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-1,none,none
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-2,none,The report does not mention CBS News.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-3,none,No reference to CBS News.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-4,none,No information about CBS News reliability.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-5,none,The report does not mention Zoe Christen Jones.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-6,none,No mention of her specialization.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-7,none,No information about her employment history.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-8,none,The report does not state she is a freelance writer.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-9,none,Justin Carissimo is not referenced.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-10,none,No mention of his contribution to the story.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-11,supports,"The report states Britney’s conservatorship began in 2008 after a mental‑health crisis, matching the expected answer."
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-12,supports,"The report says Jamie Spears was granted the conservatorship, aligning with the answer."
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-13,none,No information about a 2024 settlement.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-14,none,The report does not say Jamie was seeking payment of legal bills.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-15,none,No mention of health setbacks or amputation.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-16,none,The report does not describe how the conservatorship ended.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-17,none,No reference to the #FreeBritney movement causing the end.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-18,none,No statement about Jamie filing to dissolve in 2021.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-19,none,No mention of a November 12 2021 termination.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-20,none,No detail about Jamie filing a petition to Judge Penny.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-21,none,The report does not explain why the conservatorship lasted long.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-22,none,The report says the movement supports Britney but does not quote her saying it helped.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-23,none,No statement that Britney thanked the movement.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-24,none,The report does not link her eventual win to the movement’s pressure.
msmarco_v2.1_doc_35_1300032609,SK_MI_2_RG,TREMA-UNH,na-25,supports,"The report describes #FreeBritney as a fan‑led movement bringing attention to her legal battle, matching the definition."
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-1,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-2,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-3,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-4,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-5,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-6,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-7,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-8,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-9,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-10,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-11,supports,supports
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-12,supports,supports
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-13,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-14,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-15,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-16,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-17,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-18,contradicts,contradicts
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-19,contradicts,contradicts
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-20,contradicts,contradicts
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-21,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-22,partial,partial
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-23,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-24,none,none
msmarco_v2.1_doc_35_1300032609,SCIAI_03_04_Eight,SCIAI,na-25,supports,supports
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-1,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-2,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-3,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-4,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-5,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-6,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-7,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-8,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-9,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-10,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-11,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-12,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-13,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-14,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-15,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-16,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-17,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-18,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-19,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-20,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-21,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-22,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-23,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-24,none,none
msmarco_v2.1_doc_35_1300032609,garamp_dragun_t2_q7b,DUTH_XANTHI,na-25,none,none
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-1,none,none
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-2,none,The report does not mention CBS News programming.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-3,none,No reference to CBS Evening News viewership.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-4,none,Reliability of CBS News is not discussed.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-5,none,Zoe Christen Jones is not mentioned.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-6,none,No information about her coverage focus.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-7,none,No details about her past bylines or staff status.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-8,none,Freelance status not addressed.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-9,none,Justin Carissimo is not mentioned.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-10,none,No claim that he contributed reporting.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-11,partial,"The report states Britney was placed under a conservatorship in 2008 after losing autonomy, matching the timing and involuntary nature, but does not explicitly mention a “breakdown.”"
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-12,supports,The report clearly says Jamie Spears acted as conservator.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-13,none,No mention of a 2024 settlement.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-14,none,No reference to Jamie seeking payment of legal bills.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-15,none,Health setbacks or amputation are not discussed.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-16,none,No 2019 testimony or mental‑health facility detail.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-17,none,The #FreeBritney movement is not linked to a 2019 event.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-18,none,No statement that Jamie filed to dissolve the conservatorship in 2021.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-19,none,Termination on Nov 12 2021 is not mentioned.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-20,none,No mention of Jamie being removed and petitioning Judge Penny.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-21,none,No explanation of why the conservatorship lasted long.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-22,none,Spears’ view on the movement’s help is not covered.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-23,none,No gratitude expressed by Spears toward the movement.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-24,none,No claim that Spears won because of the movement.
msmarco_v2.1_doc_35_1300032609,cru-clod-ablR-conf_,HLTCOE,na-25,none,The report does not define #FreeBritney.
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-1,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-2,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-3,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-4,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-5,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-6,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-7,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-8,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-9,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-10,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-11,partial,partial
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-12,supports,supports
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-13,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-14,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-15,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-16,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-17,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-18,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-19,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-20,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-21,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-22,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-23,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-24,none,none
msmarco_v2.1_doc_35_1300032609,Team01_Run01_Winner,SCIAI,na-25,supports,supports
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-1,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-2,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-3,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-4,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-5,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-6,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-7,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-8,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-9,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-10,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-11,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-12,supports,"supports – the report states that Britney’s father was the sole conservator, matching the answer that Jamie Spears acted as conservator."
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-13,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-14,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-15,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-16,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-17,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-18,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-19,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-20,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-21,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-22,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-23,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-24,none,none
msmarco_v2.1_doc_35_1300032609,ConvF_all_MI_5_RG,TREMA-UNH,na-25,none,none
msmarco_v2.1_doc_35_441326441,garamp_qwen25_3b_t2,DUTH_XANTHI,na-1,none,none
msmarco_v2.1_doc_35_441326441,garamp_qwen25_3b_t2,DUTH_XANTHI,na-2,none,none
msmarco_v2.1_doc_35_441326441,garamp_qwen25_3b_t2,DUTH_XANTHI,na-3,none,none
msmarco_v2.1_doc_35_441326441,garamp_qwen25_3b_t2,DUTH_XANTHI,na-4,none,none
msmarco_v2.1_doc_35_441326441,garamp_qwen25_3b_t2,DUTH_XANTHI,na-5,none,none
msmarco_v2.1_doc_35_441326441,garamp_qwen25_3b_t2,DUTH_XANTHI,na-6,none,none
msmarco_v2.1_doc_35_441326441,garamp_qwen25_3b_t2,DUTH_XANTHI,na-7,none,none
msmarco_v2.1_doc_35_441326441,garamp_qwen25_3b_t2,DUTH_XANTHI,na-8,none,none
msmarco_v2.1_doc_35_441326441,SCIAI_03_03_Five,SCIAI,na-1,none,"The report does not define Havana Syndrome or describe who reported it, so it provides no support."
